backbone,accuracy,f1,auc,train_time_min
efficientnet_b0,0.9322499999999999,0.9298530875841078,1.0,3.1084693829218546
densenet121,0.8390000000000001,0.8383696357018642,0.9564500000000001,15.792762037118276
